chr	start	end	intensity	experiment
chr10	85972500	86052500	13	plusE2
chr10	85902500	85947500	13	plusE2
chr10	85392500	85652500	13	plusE2
chr10	81292500	81452500	13	plusE2
chr10	83267500	83332500	13	plusE2
chr10	81287500	81352500	13	plusE2
chr10	80582500	80677500	13	plusE2
chr10	76557500	76737500	13	plusE2
chr10	76887500	76967500	13	plusE2
chr10	72382500	72437500	13	plusE2
chr10	69187500	69322500	13	plusE2
chr10	67537500	67722500	13	plusE2
chr10	68567500	68637500	13	plusE2
chr10	67257500	67307500	13	plusE2
chr10	66492500	66542500	13	plusE2
chr10	65512500	65552500	13	plusE2
chr10	62822500	62932500	13	plusE2
chr10	62102500	62242500	13	plusE2
chr10	60582500	60687500	13	plusE2
chr10	60542500	60687500	13	plusE2
chr10	60312500	60397500	13	plusE2
chr10	59897500	60007500	13	plusE2
chr10	46072500	46227500	13	plusE2
chr10	43272500	43347500	13	plusE2
chr10	43182500	43462500	13	plusE2
chr10	34142500	34277500	13	plusE2
chr10	29532500	30547500	13	plusE2
chr10	25852500	25917500	13	plusE2
chr10	24382500	24622500	13	plusE2
chr10	22577500	23082500	13	plusE2
chr10	13867500	13967500	13	plusE2
chr10	13337500	13407500	13	plusE2
chr10	12007500	12612500	13	plusE2
chr10	6887500	7077500	13	plusE2
chr10	6037500	6882500	13	plusE2
chr10	121032500	121257500	12	plusE2
chr10	120697500	120872500	12	plusE2
chr10	117232500	117432500	12	plusE2
chr10	116767500	116827500	12	plusE2
chr10	109007500	109497500	12	plusE2
chr10	107442500	107922500	12	plusE2
chr10	107442500	107702500	12	plusE2
chr10	106932500	107702500	12	plusE2
chr10	95317500	95412500	12	plusE2
chr10	93837500	93912500	12	plusE2
chr10	88827500	89277500	12	plusE2
chr10	88827500	88982500	12	plusE2
chr10	87867500	87947500	12	plusE2
chr10	84017500	84437500	12	plusE2
chr10	82457500	82522500	12	plusE2
chr10	81502500	81597500	12	plusE2
chr10	81197500	81347500	12	plusE2
chr10	78757500	79097500	12	plusE2
chr10	68907500	69322500	12	plusE2
chr10	63042500	63312500	12	plusE2
chr10	67912500	67987500	12	plusE2
chr10	56747500	56807500	12	plusE2
chr10	50897500	51292500	12	plusE2
chr10	44467500	44522500	12	plusE2
chr10	43967500	44162500	12	plusE2
chr10	42072500	42292500	12	plusE2
chr10	39372500	39522500	12	plusE2
chr10	34097500	34282500	12	plusE2
chr10	24872500	25232500	12	plusE2
chr10	21762500	21837500	12	plusE2
chr10	19947500	20052500	12	plusE2
chr10	18057500	18202500	12	plusE2
chr10	17482500	17557500	12	plusE2
chr10	14452500	14702500	12	plusE2
chr10	13967500	14197500	12	plusE2
chr10	13017500	13087500	12	plusE2
chr10	12287500	12377500	12	plusE2
chr10	11207500	11262500	12	plusE2
chr10	10407500	11082500	12	plusE2
chr10	6887500	7007500	12	plusE2
chr10	6037500	6697500	12	plusE2
chr10	120942500	121252500	11	plusE2
chr10	120937500	121032500	11	plusE2
chr10	119237500	119452500	11	plusE2
chr10	118877500	119062500	11	plusE2
chr10	118637500	118717500	11	plusE2
chr10	118422500	118492500	11	plusE2
chr10	116332500	116892500	11	plusE2
chr10	116332500	116417500	11	plusE2
chr10	116017500	116177500	11	plusE2
chr10	106612500	106867500	11	plusE2
chr10	105577500	105717500	11	plusE2
chr10	94987500	95417500	11	plusE2
chr10	94812500	94942500	11	plusE2
chr10	91082500	91242500	11	plusE2
chr10	93902500	93957500	11	plusE2
chr10	91432500	91497500	11	plusE2
chr10	89882500	89972500	11	plusE2
chr10	89397500	89457500	11	plusE2
chr10	88442500	88722500	11	plusE2
chr10	87677500	88307500	11	plusE2
chr10	85217500	85542500	11	plusE2
chr10	83827500	84022500	11	plusE2
chr10	83222500	83352500	11	plusE2
chr10	82807500	82907500	11	plusE2
chr10	77717500	77872500	11	plusE2
chr10	75182500	75437500	11	plusE2
chr10	74747500	74797500	11	plusE2
chr10	71482500	73097500	11	plusE2
chr10	69002500	69317500	11	plusE2
chr10	67092500	67187500	11	plusE2
chr10	63152500	63377500	11	plusE2
chr10	59892500	60107500	11	plusE2
chr10	59452500	59817500	11	plusE2
chr10	52537500	52687500	11	plusE2
chr10	45492500	45572500	11	plusE2
chr10	43577500	44177500	11	plusE2
chr10	44687500	44757500	11	plusE2
chr10	41977500	42042500	11	plusE2
chr10	39552500	39617500	11	plusE2
chr10	29107500	29212500	11	plusE2
chr10	38892500	38982500	11	plusE2
chr10	32557500	32622500	11	plusE2
chr10	22597500	22647500	11	plusE2
chr10	20687500	20772500	11	plusE2
chr10	20417500	20527500	11	plusE2
chr10	18247500	18387500	11	plusE2
chr10	14412500	14702500	11	plusE2
chr10	13567500	13967500	11	plusE2
chr10	13557500	14207500	11	plusE2
chr10	12922500	12987500	11	plusE2
chr10	12787500	12832500	11	plusE2
chr10	11762500	11827500	11	plusE2
chr10	10202500	10277500	11	plusE2
chr10	6252500	6307500	11	plusE2
chr10	6037500	6787500	11	plusE2
chr10	5037500	5137500	11	plusE2
chr10	128737500	128907500	10	plusE2
chr10	119327500	119427500	10	plusE2
chr10	118602500	119077500	10	plusE2
chr10	116532500	116637500	10	plusE2
chr10	116332500	116787500	10	plusE2
chr10	115922500	116192500	10	plusE2
chr10	113997500	114067500	10	plusE2
chr10	111512500	111772500	10	plusE2
chr10	111302500	111967500	10	plusE2
chr10	109447500	109532500	10	plusE2
chr10	108057500	108147500	10	plusE2
chr10	102912500	102982500	10	plusE2
chr10	102532500	102592500	10	plusE2
chr10	98917500	99082500	10	plusE2
chr10	97552500	97657500	10	plusE2
chr10	96132500	96622500	10	plusE2
chr10	93432500	93532500	10	plusE2
chr10	92167500	92282500	10	plusE2
chr10	92162500	92652500	10	plusE2
chr10	90177500	90672500	10	plusE2
chr10	84517500	84627500	10	plusE2
chr10	82912500	83292500	10	plusE2
chr10	80807500	80992500	10	plusE2
chr10	77627500	77887500	10	plusE2
chr10	77297500	77512500	10	plusE2
chr10	74207500	74462500	10	plusE2
chr10	70367500	70557500	10	plusE2
chr10	70097500	70297500	10	plusE2
chr10	69362500	69647500	10	plusE2
chr10	69027500	69162500	10	plusE2
chr10	67537500	67852500	10	plusE2
chr10	60417500	60532500	10	plusE2
chr10	52922500	53032500	10	plusE2
chr10	50697500	51407500	10	plusE2
chr10	44332500	44457500	10	plusE2
chr10	40882500	41007500	10	plusE2
chr10	40647500	41272500	10	plusE2
chr10	32972500	33012500	10	plusE2
chr10	31467500	32892500	10	plusE2
chr10	29087500	29337500	10	plusE2
chr10	26372500	26757500	10	plusE2
chr10	26372500	26707500	10	plusE2
chr10	24307500	24622500	10	plusE2
chr10	22852500	23062500	10	plusE2
chr10	22032500	22152500	10	plusE2
chr10	21467500	21602500	10	plusE2
chr10	21157500	21292500	10	plusE2
chr10	20997500	21287500	10	plusE2
chr10	18237500	18322500	10	plusE2
chr10	9902500	10322500	10	plusE2
chr10	8242500	8717500	10	plusE2
chr10	128407500	128542500	9	plusE2
chr10	7697500	7762500	10	plusE2
chr10	125832500	125912500	9	plusE2
chr10	124752500	124822500	9	plusE2
chr10	123462500	123637500	9	plusE2
chr10	118377500	118542500	9	plusE2
chr10	120602500	120702500	9	plusE2
chr10	112567500	112662500	9	plusE2
chr10	110137500	110452500	9	plusE2
chr10	109032500	109277500	9	plusE2
chr10	108507500	108612500	9	plusE2
chr10	104942500	105562500	9	plusE2
chr10	100992500	101097500	9	plusE2
chr10	100602500	100747500	9	plusE2
chr10	100492500	100587500	9	plusE2
chr10	92657500	93012500	9	plusE2
chr10	85407500	85612500	9	plusE2
chr10	90547500	90632500	9	plusE2
chr10	86707500	86782500	9	plusE2
chr10	79222500	79297500	9	plusE2
chr10	74707500	74757500	9	plusE2
chr10	65262500	65327500	9	plusE2
chr10	61982500	62172500	9	plusE2
chr10	61742500	62182500	9	plusE2
chr10	61742500	62102500	9	plusE2
chr10	61212500	61397500	9	plusE2
chr10	60312500	60677500	9	plusE2
chr10	59387500	59867500	9	plusE2
chr10	57522500	58292500	9	plusE2
chr10	47307500	47387500	9	plusE2
chr10	48322500	48397500	9	plusE2
chr10	48537500	48607500	9	plusE2
chr10	43582500	44067500	9	plusE2
chr10	41697500	41787500	9	plusE2
chr10	39172500	39737500	9	plusE2
chr10	29542500	29812500	9	plusE2
chr10	26542500	26637500	9	plusE2
chr10	26232500	26327500	9	plusE2
chr10	26157500	26337500	9	plusE2
chr10	23117500	23667500	9	plusE2
chr10	25917500	25992500	9	plusE2
chr10	20617500	20712500	9	plusE2
chr10	17737500	17867500	9	plusE2
chr10	12682500	12987500	9	plusE2
chr10	16872500	16947500	9	plusE2
chr10	10092500	10167500	9	plusE2
chr10	8802500	9057500	9	plusE2
chr10	126172500	126322500	8	plusE2
chr10	122192500	122527500	8	plusE2
chr10	119307500	119642500	8	plusE2
chr10	112632500	112747500	8	plusE2
chr10	102877500	103147500	8	plusE2
chr10	98647500	98747500	8	plusE2
chr10	70017500	70192500	8	plusE2
chr10	64087500	64737500	8	plusE2
chr10	56557500	56662500	8	plusE2
chr10	56437500	56522500	8	plusE2
chr10	45387500	45647500	8	plusE2
chr10	41302500	41507500	8	plusE2
chr10	40477500	40552500	8	plusE2
chr10	36757500	36862500	8	plusE2
chr10	35152500	35227500	8	plusE2
chr10	35062500	35147500	8	plusE2
chr10	30872500	30947500	8	plusE2
chr10	25592500	25672500	8	plusE2
chr10	18572500	18837500	8	plusE2
chr10	5327500	5557500	8	plusE2
chr10	126542500	126872500	7	plusE2
chr10	31312500	31452500	7	plusE2
chr10	34427500	34532500	7	plusE2
chr10	46147500	46232500	7	plusE2
chr10	10787500	10892500	8	plusE2
chr10	121812500	121912500	8	plusE2
chr10	16087500	16157500	10	plusE2
chr10	11362500	11437500	10	plusE2
chr10	29412500	29502500	10	plusE2
chr10	45797500	45877500	10	plusE2
chr10	44822500	44927500	10	plusE2
chr10	54742500	54817500	10	plusE2
chr10	68007500	68092500	10	plusE2
chr10	68027500	68107500	10	plusE2
chr10	69987500	70087500	10	plusE2
chr10	70037500	70142500	10	plusE2
chr10	73602500	73682500	10	plusE2
chr10	87712500	87817500	10	plusE2
chr10	89842500	89937500	10	plusE2
chr10	88882500	88972500	10	plusE2
chr10	86532500	86637500	10	plusE2
chr10	52777500	52857500	11	plusE2
chr10	62812500	62872500	11	plusE2
chr10	96237500	96297500	11	plusE2
chr10	107082500	107167500	11	plusE2
chr10	121117500	121222500	11	plusE2
chr10	126667500	126752500	11	plusE2
chr10	45172500	45247500	12	plusE2
chr10	85242500	85337500	12	plusE2
chr10	111337500	111432500	12	plusE2
chr10	121702500	121797500	12	plusE2
chr10	125937500	125992500	12	plusE2
chr10	10047500	10102500	13	plusE2
chr10	13602500	13647500	13	plusE2
chr10	39257500	39307500	13	plusE2
chr10	40897500	40942500	13	plusE2
chr10	105497500	105572500	13	plusE2
chr10	106492500	106562500	13	plusE2
chr10	128912500	128972500	13	plusE2
chr10	3642500	3732500	14	plusE2
chr10	3387500	3457500	14	plusE2
chr10	58337500	58402500	14	plusE2
chr10	60702500	60742500	14	plusE2
chr10	70652500	70737500	14	plusE2
chr10	77902500	77972500	14	plusE2
chr10	83222500	83292500	14	plusE2
chr10	45112500	45152500	15	plusE2
chr10	44012500	44067500	15	plusE2
chr10	58327500	58367500	15	plusE2
chr10	70842500	70877500	15	plusE2
chr10	62502500	62587500	15	plusE2
chr10	101162500	101212500	15	plusE2
chr10	95567500	95622500	15	plusE2
chr10	82442500	82477500	16	plusE2
chr10	86877500	86912500	16	plusE2
chr10	128492500	128527500	17	plusE2
chr10	59627500	59682500	18	plusE2
chr10	74962500	75007500	18	plusE2
chr10	62867500	62922500	18	plusE2
chr10	81497500	81547500	18	plusE2
chr10	79882500	79957500	18	plusE2
chr10	89932500	89972500	18	plusE2
chr10	119192500	119227500	19	plusE2
chr10	69452500	69652500	20	plusE2
chr10	67317500	67857500	20	plusE2
chr10	70317500	70562500	20	plusE2
chr10	69467500	69532500	20	plusE2
chr10	119657500	119747500	20	plusE2
chr10	106932500	107392500	20	plusE2
chr10	128567500	128612500	20	plusE2
chr10	127737500	127937500	20	plusE2
chr10	9812500	10322500	21	plusE2
chr10	130232500	130297500	20	plusE2
chr10	45097500	45372500	21	plusE2
chr10	34047500	34082500	21	plusE2
chr10	20992500	21187500	21	plusE2
chr10	61877500	61977500	21	plusE2
chr10	60837500	60892500	21	plusE2
chr10	69662500	69842500	21	plusE2
chr10	79767500	79812500	21	plusE2
chr10	76912500	76947500	21	plusE2
chr10	86307500	86452500	21	plusE2
chr10	81557500	81602500	21	plusE2
chr10	107827500	107867500	21	plusE2
chr10	95547500	96032500	21	plusE2
chr10	111302500	111472500	21	plusE2
chr10	111302500	111382500	21	plusE2
chr10	117377500	117432500	21	plusE2
chr10	128142500	128182500	21	plusE2
chr10	39957500	40212500	22	plusE2
chr10	25267500	25487500	22	plusE2
chr10	60827500	61062500	22	plusE2
chr10	53642500	53797500	22	plusE2
chr10	71322500	71402500	22	plusE2
chr10	69662500	69792500	22	plusE2
chr10	75897500	75952500	22	plusE2
chr10	75287500	75437500	22	plusE2
chr10	85972500	86462500	22	plusE2
chr10	77357500	77512500	22	plusE2
chr10	117062500	117207500	22	plusE2
chr10	111047500	111082500	22	plusE2
chr10	7812500	8242500	23	plusE2
chr10	122557500	122677500	22	plusE2
chr10	69707500	69792500	23	plusE2
chr10	39172500	39522500	23	plusE2
chr10	79832500	79922500	23	plusE2
chr10	79607500	79662500	23	plusE2
chr10	80447500	80552500	23	plusE2
chr10	79987500	80117500	23	plusE2
chr10	102452500	102877500	23	plusE2
chr10	83822500	84452500	23	plusE2
chr10	121702500	122052500	23	plusE2
chr10	111977500	112162500	23	plusE2
chr10	7882500	8197500	24	plusE2
chr10	3997500	4332500	24	plusE2
chr10	31742500	32892500	24	plusE2
chr10	23117500	23612500	24	plusE2
chr10	62507500	62542500	24	plusE2
chr10	60782500	61052500	24	plusE2
chr10	74937500	75022500	24	plusE2
chr10	62642500	62747500	24	plusE2
chr10	78277500	78392500	24	plusE2
chr10	76837500	77022500	24	plusE2
chr10	119647500	119777500	24	plusE2
chr10	117457500	117677500	24	plusE2
chr10	42837500	42942500	25	plusE2
chr10	18392500	18527500	25	plusE2
chr10	86067500	86452500	25	plusE2
chr10	108302500	108437500	25	plusE2
chr10	119652500	119687500	25	plusE2
chr10	91187500	91227500	25	plusE2
chr10	13017500	13427500	26	plusE2
chr10	10357500	11177500	26	plusE2
chr10	18452500	18527500	26	plusE2
chr10	127952500	128002500	30	plusE2
chr10	95897500	96032500	30	plusE2
chr10	95552500	95892500	30	plusE2
chr10	75062500	75152500	30	plusE2
chr10	43577500	43917500	30	plusE2
chr10	40257500	40527500	30	plusE2
chr10	3532500	3942500	30	plusE2
chr10	122552500	122792500	29	plusE2
chr10	107802500	107922500	29	plusE2
chr10	89327500	89632500	29	plusE2
chr10	67997500	68147500	29	plusE2
chr10	59892500	59952500	29	plusE2
chr10	128092500	128187500	28	plusE2
chr10	93592500	93812500	28	plusE2
chr10	91167500	91242500	28	plusE2
chr10	85222500	85652500	28	plusE2
chr10	23817500	24132500	28	plusE2
chr10	19242500	19692500	28	plusE2
chr10	13087500	13427500	28	plusE2
chr10	82822500	82857500	27	plusE2
chr10	62747500	62787500	27	plusE2
chr10	40057500	40212500	27	plusE2
chr10	19912500	20127500	27	plusE2
chr10	7882500	8237500	27	plusE2
chr10	128847500	128897500	26	plusE2
chr10	126917500	127032500	26	plusE2
chr10	94037500	94112500	26	plusE2
chr10	90082500	90692500	26	plusE2
chr10	75747500	75852500	26	plusE2
chr10	66907500	67217500	26	plusE2
chr10	60417500	60687500	26	plusE2
chr10	57747500	57837500	26	plusE2
chr10	26712500	26887500	26	plusE2
chr10	24962500	25217500	26	plusE2
chr10	20362500	20927500	31	plusE2
chr10	102452500	102822500	31	plusE2
chr10	61607500	61657500	31	plusE2
chr10	126922500	126992500	31	plusE2
chr10	109762500	109862500	31	plusE2
chr10	60407500	60757500	33	plusE2
chr10	62057500	62102500	32	plusE2
chr10	81392500	81447500	33	plusE2
chr10	21467500	21997500	34	plusE2
chr10	127677500	127732500	33	plusE2
chr10	62107500	62182500	34	plusE2
chr10	53347500	53527500	34	plusE2
chr10	77132500	77252500	35	plusE2
chr10	62187500	62242500	34	plusE2
chr10	89462500	89632500	41	plusE2
chr10	21382500	21997500	41	plusE2
chr10	61202500	61332500	40	plusE2
chr10	41517500	41682500	39	plusE2
chr10	90732500	91032500	37	plusE2
chr10	88377500	88427500	37	plusE2
chr10	5602500	5787500	37	plusE2
chr10	111502500	111957500	36	plusE2
chr10	24192500	24297500	43	plusE2
chr10	80927500	80992500	46	plusE2
chr10	30827500	31297500	43	plusE2
chr10	78027500	78162500	48	plusE2
chr10	80177500	80247500	61	plusE2
chr10	80447500	80507500	50	plusE2
chr10	3332500	3532500	50	plusE2
chr11	86805000	87015000	28	plusE2
chr11	78035000	78175000	37	plusE2
chr11	29545000	29695000	47	plusE2
chr11	69435000	69505000	53	plusE2
chr11	104355000	104415000	55	plusE2
chr11	11815000	12365000	30	plusE2
chr11	4705000	4835000	30	plusE2
chr11	96275000	96865000	29	plusE2
chr11	76805000	76945000	29	plusE2
chr11	75785000	76085000	29	plusE2
chr11	69935000	70215000	29	plusE2
chr11	44615000	45535000	29	plusE2
chr11	28735000	29155000	29	plusE2
chr11	24065000	25855000	29	plusE2
chr11	23355000	23585000	29	plusE2
chr11	82235000	82765000	28	plusE2
chr11	72755000	72855000	28	plusE2
chr11	61805000	61915000	28	plusE2
chr11	45755000	45875000	28	plusE2
chr11	119305000	119485000	27	plusE2
chr11	118445000	118735000	27	plusE2
chr11	112795000	113145000	27	plusE2
chr11	107705000	107855000	27	plusE2
chr11	64445000	64725000	27	plusE2
chr11	62755000	63175000	27	plusE2
chr11	44645000	44895000	27	plusE2
chr11	20795000	21455000	27	plusE2
chr11	118505000	118745000	26	plusE2
chr11	103335000	103555000	26	plusE2
chr11	64075000	64435000	26	plusE2
chr11	47985000	48595000	26	plusE2
chr11	36535000	36665000	26	plusE2
chr11	25865000	26075000	26	plusE2
chr11	105275000	105915000	25	plusE2
chr11	95265000	95525000	25	plusE2
chr11	90385000	90525000	25	plusE2
chr11	73075000	74375000	25	plusE2
chr11	66535000	66865000	25	plusE2
chr11	61105000	61415000	25	plusE2
chr11	51395000	51485000	25	plusE2
chr11	23025000	23125000	25	plusE2
chr11	119545000	119775000	24	plusE2
chr11	107215000	107405000	24	plusE2
chr11	98025000	98145000	24	plusE2
chr11	96795000	96915000	24	plusE2
chr11	88425000	88715000	24	plusE2
chr11	85975000	86175000	24	plusE2
chr11	77105000	77215000	24	plusE2
chr11	62395000	62685000	24	plusE2
chr11	58175000	58305000	24	plusE2
chr11	45395000	45535000	24	plusE2
chr11	36325000	36485000	24	plusE2
chr11	22285000	22505000	24	plusE2
chr11	17685000	18875000	24	plusE2
chr11	8425000	8865000	24	plusE2
chr11	8245000	8405000	24	plusE2
chr11	3225000	3305000	24	plusE2
chr11	112785000	113065000	23	plusE2
chr11	106495000	106755000	23	plusE2
chr11	96865000	97025000	23	plusE2
chr11	93475000	93815000	23	plusE2
chr11	84175000	84815000	23	plusE2
chr11	82395000	82765000	23	plusE2
chr11	74635000	74845000	23	plusE2
chr11	73155000	73255000	23	plusE2
chr11	60075000	60415000	23	plusE2
chr11	55795000	55985000	23	plusE2
chr11	54995000	55385000	23	plusE2
chr11	54305000	54535000	23	plusE2
chr11	50435000	50595000	23	plusE2
chr11	30955000	31615000	23	plusE2
chr11	30095000	30655000	23	plusE2
chr11	11815000	12285000	23	plusE2
chr11	5485000	5695000	23	plusE2
chr11	4515000	4815000	23	plusE2
chr11	115205000	115355000	22	plusE2
chr11	114885000	115155000	22	plusE2
chr11	114815000	115165000	22	plusE2
chr11	113865000	114635000	22	plusE2
chr11	111665000	111875000	22	plusE2
chr11	107795000	107985000	22	plusE2
chr11	105615000	105885000	22	plusE2
chr11	75305000	75425000	22	plusE2
chr11	71495000	71655000	22	plusE2
chr11	71135000	71205000	22	plusE2
chr11	60095000	60305000	22	plusE2
chr11	54005000	54355000	22	plusE2
chr11	49725000	49965000	22	plusE2
chr11	39615000	40465000	22	plusE2
chr11	39595000	40475000	22	plusE2
chr11	24065000	26075000	22	plusE2
chr11	8535000	9135000	22	plusE2
chr11	121485000	121655000	21	plusE2
chr11	121015000	121195000	21	plusE2
chr11	120265000	120365000	21	plusE2
chr11	111545000	111645000	21	plusE2
chr11	97905000	98075000	21	plusE2
chr11	93145000	93815000	21	plusE2
chr11	88245000	88415000	21	plusE2
chr11	83065000	83185000	21	plusE2
chr11	78965000	79395000	21	plusE2
chr11	73135000	73285000	21	plusE2
chr11	69065000	69245000	21	plusE2
chr11	63215000	63915000	21	plusE2
chr11	62755000	64965000	21	plusE2
chr11	54125000	54355000	21	plusE2
chr11	45015000	45275000	21	plusE2
chr11	41435000	42175000	21	plusE2
chr11	36225000	36485000	21	plusE2
chr11	34845000	35665000	21	plusE2
chr11	33575000	33725000	21	plusE2
chr11	31675000	32165000	21	plusE2
chr11	24085000	24375000	21	plusE2
chr11	12035000	12355000	21	plusE2
chr11	11815000	12535000	21	plusE2
chr11	11495000	11975000	21	plusE2
chr11	6895000	7145000	21	plusE2
chr11	5115000	5475000	21	plusE2
chr11	115005000	115055000	20	plusE2
chr11	110125000	110255000	20	plusE2
chr11	105345000	105775000	20	plusE2
chr11	101585000	101735000	20	plusE2
chr11	94725000	94965000	20	plusE2
chr11	81155000	81535000	20	plusE2
chr11	80105000	80255000	20	plusE2
chr11	79035000	79395000	20	plusE2
chr11	77215000	77425000	20	plusE2
chr11	75175000	75505000	20	plusE2
chr11	71555000	72015000	20	plusE2
